type,category,item_id,item_name_en,item_description_en,item_name_fr,item_description_fr
armors,Armor,Armor_1152_Head,Hylian Hood,A hood woven using traditional Hyrulean methods. It's made from a sturdy material to protect travelers from the harsh sun and weather.,Capuche hylienne,"Fabriquée dans un tissu robuste et selon des techniques hyruliennes traditionnelles, cette capuche est prisée des voyageurs qu'elle protège de la pluie, du vent et du soleil."
armors,Armor,Armor_115_Head,Lightning Helm,"The Yiga copied a precious heirloom passed down among the Gerudo to craft this helm. Adorned with topaz, it deflects lightning.",Masque anti-tonnerre,Cette contrefaçon yiga de la relique sacrée transmise chez les Gerudos de génération en génération est ornée de topazes qui lui confèrent le pouvoir de repousser la foudre.
armors,Armor,Armor_116_Upper,Tunic of Memories,"In ancient Hyrule, this garment could only be worn by one who had earned the respect of the royal family. It's dyed in vibrant blue.",Tunique nostalgique,"Seuls les cinq Prodiges, reconnus autrefois pour leur valeur par la famille royale, pouvaient porter ce vêtement. Il est teinté d'un bleu éclatant."
armors,Armor,Armor_1300_Head,Yiga Mask,"A mask supplied to members of the Yiga Clan. It covers the entire face, keeping even breath sounds to a minimum. Perfect for sneaking, but lacks protection due to its light material.",Masque yiga,"Le masque réglementaire du gang des Yigas couvre le visage entier, atténuant le bruit de la respiration. S'il favorise la discrétion, c'est au prix d'une protection limitée."
armors,Armor,Armor_1300_Lower,Yiga Tights,"Tights supplied to members of the Yiga Clan. The soft material on the soles silences footsteps, but protection is lacking due to the light material.",Collant yiga,"Le collant réglementaire du gang des Yigas présente une semelle souple qui assourdit les bruits de pas. S'il favorise la discrétion, c'est au prix d'une protection limitée."
armors,Armor,Armor_1300_Upper,Yiga Armor,"Armor supplied to members of the Yiga Clan. Defensive parts are minimized for silence, so it's lacking in protection.",Justaucorps yiga,Le justaucorps réglementaire du gang des Yigas offre peu de protection mais n'a pas son pareil pour les approches silencieuses.
armors,Armor,Armor_141_Lower,Snow Boots,Boots designed for hiking up snowy mountains. They evenly distribute your body weight so you can maintain your normal movement speed on deep snow.,Bottes de neige,"En répartissant le poids de leur porteur, ces bottes autrefois utilisées dans l'ascension de monts enneigés permettent de marcher dans la neige profonde sans être ralenti."
armors,Armor,Armor_160_Head,Dark Hood,"Headwear obtained by offering Poes to a strange statue. It resembles the head of a monster born of shadow, and its eyes glow eerie red in the dark.",Capuche noire,"Offerte par une curieuse statue en échange d'esprits, cette capuche est celle d'un monstre enfanté par les ténèbres. Les yeux du porteur brillent d'une étrange lueur rouge."
armors,Armor,Armor_160_Lower,Dark Trousers,"Trousers obtained by offering Poes to a strange statue. They look normal at first, but on closer inspection they resemble the legs of a monster born of shadow.",Pantalon noir,"Offert par une curieuse statue en échange d'esprits, ce pantalon qui semble tout à fait normal est en réalité celui d'un monstre enfanté par les ténèbres."
armors,Armor,Armor_160_Upper,Dark Tunic,A tunic obtained by offering Poes to a strange statue. It's a spurious replica of the green outfit once worn by a legendary hero.,Tunique noire,"Offerte par une étrange statue en échange d'esprits, cette tunique d'un noir d'ébène ressemble à s'y méprendre à la tunique verte qu'un Héros aurait portée."
armors,Armor,Armor_171_Head,Phantom Helmet,Myths abound about armored phantoms that terrorized brave heroes. This helmet looks just like the ones they supposedly wore. It's a rather rare find.,Casque de Spectre,On dit que ce casque était autrefois porté par un monstre en armure que même les Héros redoutaient. Il s'agit d'un article précieux et difficile à se procurer.
armors,Armor,Armor_171_Lower,Phantom Greaves,Myths abound about armored phantoms that terrorized brave heroes. These greaves look just like the ones they supposedly wore. They're a rather rare find.,Jambières de Spectre,On dit que ces jambières étaient autrefois portées par un monstre en armure que même les Héros redoutaient. Il s'agit d'un article précieux et difficile à se procurer.
armors,Armor,Armor_171_Upper,Phantom Armor,Myths abound about armored phantoms that terrorized brave heroes. This piece looks just like the armor they supposedly wore. It's a rather rare find.,Armure de Spectre,On dit que cette armure était autrefois portée par un monstre que même les Héros redoutaient. Il s'agit d'un article précieux et difficile à se procurer.
armors,Armor,Armor_172_Head,Majora's Mask,An eerie mask passed down from ancient times. Wearing it makes it harder for certain enemies to spot you. It's a rather rare find.,Masque de Majora,Ce masque hérité d'un âge révolu rend son porteur plus difficile à repérer pour certains ennemis. Il s'agit d'un article rare et difficile à se procurer.
armors,Armor,Armor_173_Head,Midna's Helmet,A helmet much like the one Midna wore when she fought alongside the Hero of Twilight. It's a rather rare find.,Couronne de Midona,La souveraine des ombres qui combattit aux côtés du Héros du Crépuscule aurait été coiffée de cet artéfact. Il s'agit d'un article précieux et difficile à se procurer.
armors,Armor,Armor_174_Head,Tingle's Hood,"There was once a man who claimed to be the very reincarnation of a fairy. He treasured this hood, and so will you. After all, it's a rather rare find. Kooloo-Limpah!",Cagoule de Tingle,Cette cagoule était portée avec amour par un homme convaincu d'être l'absolue réincarnation d'une fée. Il s'agit d'un article difficile à se procurer.
armors,Armor,Armor_174_Lower,Tingle's Tights,"There was once a man who claimed to be the very reincarnation of a fairy. He treasured these tights, and so will you. After all, they're a rather rare find. Kooloo-Limpah!",Chausses de Tingle,Ces chausses étaient portées avec amour par un homme convaincu d'être l'absolue réincarnation d'une fée. Il s'agit d'un article difficile à se procurer.
armors,Armor,Armor_174_Upper,Tingle's Shirt,"There was once a man who claimed to be the very reincarnation of a fairy. He treasured this shirt, and so will you. After all, it's a rather rare find. Kooloo-Limpah!",Combinaison de Tingle,Cette combinaison était portée avec amour par un homme convaincu d'être l'absolue réincarnation d'une fée. Il s'agit d'un article difficile à se procurer.
armors,Armor,Armor_175_Upper,Island Lobster Shirt,"A soft, comfortable shirt traditional to a southern island. It's made of breathable fabric, so it's well suited to warm regions.",Tunique bleue de homard,Cette tunique traditionnelle d'une île du sud est légère et confortable. Son étoffe qui laisse circuler l'air est particulièrement agréable lorsque la température monte.
armors,Armor,Armor_176_Head,Korok Mask,A mask inspired by those fun-loving Koroks. It shakes when one is nearby. It's a rather rare find.,Masque de Korogu,Ce masque inspiré de celui que portent les Korogus se met à vibrer si l'un d'entre eux se trouve à proximité. Il s'agit d'un article rare et difficile à se procurer.
armors,Armor,Armor_177_Head,Ravio's Hood,The hood of a traveling merchant who had a bracelet that could turn the wearer into a painting. Wearing it increases your sideways climbing speed. It's a rather rare find.,Capuche de Lavio,Le détenteur d'un bracelet permettant de se changer en peinture portait cette capuche qui accélère l'escalade latérale. Il s'agit d'un article rare et difficile à se procurer.
armors,Armor,Armor_178_Head,Zant's Helmet,The ruthless Usurper King of the Twilight Realm wore a helmet much like this one... It's a rather rare find.,Casque de Xanto,Ce casque était porté par le cruel Usurpateur qui régnait sur le monde du Crépuscule. Il s'agit d'un article précieux et difficile à se procurer.
armors,Armor,Armor_179_Head,Royal Guard Cap,This spiffy cap is part of the uniform for Hyrule's royal guard. It's lighter than it looks and easy to move around in. Recently reproduced and made available.,Béret de garde royal,"Ce couvre-chef du dernier chic complète l'uniforme de la garde royale. Il est aussi léger que passe-partout. Sa fabrication a repris récemment, le rendant accessible à tous."
armors,Armor,Armor_179_Lower,Royal Guard Boots,These boots are part of the uniform for Hyrule's royal guard. They're a fine blend of style and function. Recently reproduced and made available.,Bottes de garde royal,Ces bottes de cérémonie de la garde royale allient élégance et facilité de mouvement. Elles sont de nouveau fabriquées depuis tout récemment.
armors,Armor,Armor_179_Upper,Royal Guard Uniform,The dignified uniform for Hyrule's royal guard. It's made of lightweight materials and is both stylish and practical. Recently reproduced and made available.,Uniforme de garde royal,Cet uniforme de cérémonie de la garde royale fait de matériaux légers allie élégance et commodité. Il est de nouveau fabriqué depuis tout récemment.
armors,Armor,Armor_180_Head,Evil Spirit Mask,Some believe this eerie mask is inspirited by a malevolent entity. It's a rather rare find.,Masque spectral,Ce masque sinistre était porté par un esprit maléfique d'une autre dimension. Il s'agit d'un article précieux et difficile à se procurer.
armors,Armor,Armor_180_Lower,Evil Spirit Greaves,Some believe these greaves are inspirited by a malevolent entity. They're a rather rare find.,Grèves spectrales,Ces grèves étaient portées par un esprit maléfique d'une autre dimension. Il s'agit d'un article précieux et difficile à se procurer.
armors,Armor,Armor_180_Upper,Evil Spirit Armor,Some believe this armor is inspirited by a malevolent entity. It's a rather rare find.,Armure spectrale,Cette armure était portée par un esprit maléfique d'une autre dimension. Il s'agit d'un article précieux et difficile à se procurer.
armors,Armor,Armor_181_Head,Vah Ruta Divine Helm,A helm worn by a warrior who protected the Zora in a time beyond memory. It's said to deepen the bond with the Zora when worn by a Hylian.,Heaume divin de Ruta,"Remis entre les mains de la protectrice des Zoras. On dit que si un Hylien le porte, le lien entre ce dernier et le peuple zora est renforcé."
armors,Armor,Armor_182_Head,Vah Medoh Divine Helm,A helm worn by a warrior who protected the Rito in a time beyond memory. It's said to deepen the bond with the Rito when worn by a Hylian.,Heaume divin de Medoh,"Remis entre les mains du protecteur des Piafs. On dit que si un Hylien le porte, le lien entre ce dernier et le peuple piaf est renforcé."
armors,Armor,Armor_183_Head,Vah Rudania Divine Helm,A helm worn by a warrior who protected the Gorons in a time beyond memory. It's said to deepen the bond with the Gorons when worn by a Hylian.,Heaume divin de Rudania,"Remis entre les mains du protecteur des Gorons. On dit que si un Hylien le porte, le lien entre ce dernier et le peuple goron est renforcé."
armors,Armor,Armor_184_Head,Vah Naboris Divine Helm,A helm worn by a warrior who protected the Gerudo in a time beyond memory. It's said to deepen the bond with the Gerudo when worn by a Hylian.,Heaume divin de Naboris,"Remis entre les mains de la protectrice des Gerudos. On dit que si un Hylien le porte, le lien entre ce dernier et le peuple gerudo est renforcé."
